,,,Pushe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hvor restituert føler du deg?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hvor mange timer sov du i natt?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hvor stresset føler du deg?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1RM,Øvelseskategori,Dag 1,Sett,Reps,RPE,,,%,Vekt,,,Kommentar,"Knebøy, konkstil",Sett,1,2,3,4,5,6,7,8,Franskpress,Sett,1,2,3,4,5,6,7,8,,,,Dag 1,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8,,Dag 1,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8
,0,Knebøy,"Knebøy, konkstil",1,2,6,,,"84,00%",0,-,0,,E1RM,KG,,,,,,,,,E1RM,KG,,,,,,,,,,,,Øvelseskategori,Øvelse,Antall sett,Antall reps,Tonnasje,Tonnasje_Relativ,MI,E1RM_peak,E1RM,,,,,,,,,,Øvelseskategori,Øvelse,Antall sett,Antall reps,Tonnasje,Tonnasje_Relativ,MI,E1RM_peak,E1RM,,,,,,,,
,,Knebøy,,1,1,7,,,"89,00%",0,-,0,,,Reps,,,,,,,,,,Reps,,,,,,,,,,,,Knebøy,"Knebøy, konkstil",0,0,0,,,0,Tonnasje,0,0,0,0,0,0,0,0,,Triceps,Franskpress,0,0,0,,,0,Tonnasje,0,0,0,0,0,0,0,0
,0,Knebøy,"Knebøy, konkstil",1,1,8,-,9,"94,00%",0,-,0,,,RPE,,,,,,,,,,RPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Knebøy,,3,2,6,-,8,"85,00%",0,-,0,,"Knebøy, konkstil",Sett,1,2,3,4,5,6,7,8,Leg extension,Sett,1,2,3,4,5,6,7,8,,,,,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8,,,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8
,115,Benkpress,Benkpress m/stopp,1,1,7,,,"89,00%","102,5",-,0,,E1RM,KG,,,,,,,,,E1RM,KG,,,,,,,,,,,,Øvelseskategori,Øvelse,Antall sett,Antall reps,Tonnasje,Tonnasje_Relativ,MI,E1RM_peak,E1RM,,,,,,,,,,Øvelseskategori,Øvelse,Antall sett,Antall reps,Tonnasje,Tonnasje_Relativ,MI,E1RM_peak,E1RM,,,,,,,,
,,Benkpress,,1,1,8,-,9,"92,00%",105,-,0,,,Reps,,,,,,,,,,Reps,,,,,,,,,,,,Knebøy,"Knebøy, konkstil",0,0,0,,,0,Tonnasje,0,0,0,0,0,0,0,0,,Forside_lår,Leg extension,0,0,0,,,0,Tonnasje,0,0,0,0,0,0,0,0
,115,Benkpress,Benkpress m/stopp,2,1,6,-,7,"87,50%",100,-,0,,,RPE,,,,,,,,,,RPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Benkpress,,2,2,6,-,8,"85,00%","97,5",-,0,,Benkpress m/stopp,Sett,1,2,3,4,5,6,7,8,,Sett,1,2,3,4,5,6,7,8,,,,,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8,,,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8
,,Triceps,Franskpress,3,8,7,-,9,"72,00%",0,-,0,,E1RM,KG,,,,,,,,,E1RM,KG,,,,,,,,,,,,Øvelseskategori,Øvelse,Antall sett,Antall reps,Tonnasje,Tonnasje_Relativ,MI,E1RM_peak,E1RM,,,,,,,,,,Øvelseskategori,Øvelse,Antall sett,Antall reps,Tonnasje,Tonnasje_Relativ,MI,E1RM_peak,E1RM,,,,,,,,
,,Triceps,,,,,,,,0,-,0,,,Reps,,,,,,,,,,Reps,,,,,,,,,,,,Benkpress,Benkpress m/stopp,0,0,0,,,0,Tonnasje,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,Tonnasje,0,0,0,0,0,0,0,0
,,Forside_lår,Leg extension,3,12,7,-,9,"64,00%",0,-,0,,,RPE,,,,,,,,,,RPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Forside_lår,,,,,,,,0,-,0,,Benkpress m/stopp,Sett,1,2,3,4,5,6,7,8,,Sett,1,2,3,4,5,6,7,8,,,,,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8,,,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8
,,,,,,,,,,0,-,0,,E1RM,KG,,,,,,,,,E1RM,KG,,,,,,,,,,,,Øvelseskategori,Øvelse,Antall sett,Antall reps,Tonnasje,Tonnasje_Relativ,MI,E1RM_peak,E1RM,,,,,,,,,,Øvelseskategori,Øvelse,Antall sett,Antall reps,Tonnasje,Tonnasje_Relativ,MI,E1RM_peak,E1RM,,,,,,,,
,,,,,,,,,,0,-,0,,,Reps,,,,,,,,,,Reps,,,,,,,,,,,,Benkpress,Benkpress m/stopp,0,0,0,,,0,Tonnasje,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,Tonnasje,0,0,0,0,0,0,0,0
,,,,,,,,,,0,-,0,,,RPE,,,,,,,,,,RPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,-,0,,Utøverens kommentar:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hvordan var dagsformen?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hvor utmattende var økta?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hvor restituert føler du deg?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hvor mange timer sov du i natt?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hvor stresset føler du deg?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1RM,Øvelseskategori,Dag 2,Sett,Reps,RPE,,,%,Vekt,,,Kommentar,"Markløft, konkstil",Sett,1,2,3,4,5,6,7,8,Biceps curl m/hantel,Sett,1,2,3,4,5,6,7,8,,,,Dag 2,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8,,Dag 2,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8
,0,Markløft,"Markløft, konkstil",1,1,8,,,"91,00%",0,-,0,,E1RM,KG,,,,,,,,,E1RM,KG,,,,,,,,,,,,Øvelseskategori,Øvelse,Antall sett,Antall reps,Tonnasje,Tonnasje_Relativ,MI,E1RM_peak,E1RM,,,,,,,,,,Øvelseskategori,Øvelse,Antall sett,Antall reps,Tonnasje,Tonnasje_Relativ,MI,E1RM_peak,E1RM,,,,,,,,
,,Markløft,,1,1,6,-,8,"86,00%",0,-,0,,,Reps,,,,,,,,,,Reps,,,,,,,,,,,,Markløft,"Markløft, konkstil",0,0,0,,,0,Tonnasje,0,0,0,0,0,0,0,0,,Biceps,Biceps curl m/hantel,0,0,0,,,0,Tonnasje,0,0,0,0,0,0,0,0
,0,Markløft,"Markløft, konkstil",2,2,6,-,8,"84,00%",0,-,0,,,RPE,,,,,,,,,,RPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Markløft,,1,3,6,-,8,"81,00%",0,-,0,,"Markløft, konkstil",Sett,1,2,3,4,5,6,7,8,,Sett,1,2,3,4,5,6,7,8,,,,,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8,,,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8
,120,Benkpress,Benkpress u/stopp,4,3,6,-,8,"82,00%","97,5",-,0,,E1RM,KG,,,,,,,,,E1RM,KG,,,,,,,,,,,,Øvelseskategori,Øvelse,Antall sett,Antall reps,Tonnasje,Tonnasje_Relativ,MI,E1RM_peak,E1RM,,,,,,,,,,Øvelseskategori,Øvelse,Antall sett,Antall reps,Tonnasje,Tonnasje_Relativ,MI,E1RM_peak,E1RM,,,,,,,,
,,Benkpress,,,,,,,,0,-,0,,,Reps,,,,,,,,,,Reps,,,,,,,,,,,,Markløft,"Markløft, konkstil",0,0,0,,,0,Tonnasje,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,Tonnasje,0,0,0,0,0,0,0,0
,,Rygg_horisontalt_drag,En-arms roing m/hantel,2,12,7,-,9,"64,00%",0,-,0,,,RPE,,,,,,,,,,RPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Rygg_horisontalt_drag,,,,,,,,0,-,0,,Benkpress u/stopp,Sett,1,2,3,4,5,6,7,8,,Sett,1,2,3,4,5,6,7,8,,,,,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8,,,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8
,,Biceps,Biceps curl m/hantel,3,10,7,-,9,"68,00%",0,-,0,,E1RM,KG,,,,,,,,,E1RM,KG,,,,,,,,,,,,Øvelseskategori,Øvelse,Antall sett,Antall reps,Tonnasje,Tonnasje_Relativ,MI,E1RM_peak,E1RM,,,,,,,,,,Øvelseskategori,Øvelse,Antall sett,Antall reps,Tonnasje,Tonnasje_Relativ,MI,E1RM_peak,E1RM,,,,,,,,
,,Biceps,,,,,,,,0,-,0,,,Reps,,,,,,,,,,Reps,,,,,,,,,,,,Benkpress,Benkpress u/stopp,0,0,0,,,0,Tonnasje,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,Tonnasje,0,0,0,0,0,0,0,0
,,,,,,,,,,0,-,0,,,RPE,,,,,,,,,,RPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,-,0,,En-arms roing m/hantel,Sett,1,2,3,4,5,6,7,8,,Sett,1,2,3,4,5,6,7,8,,,,,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8,,,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8
,,,,,,,,,,0,-,0,,E1RM,KG,,,,,,,,,E1RM,KG,,,,,,,,,,,,Øvelseskategori,Øvelse,Antall sett,Antall reps,Tonnasje,Tonnasje_Relativ,MI,E1RM_peak,E1RM,,,,,,,,,,Øvelseskategori,Øvelse,Antall sett,Antall reps,Tonnasje,Tonnasje_Relativ,MI,E1RM_peak,E1RM,,,,,,,,
,,,,,,,,,,0,-,0,,,Reps,,,,,,,,,,Reps,,,,,,,,,,,,Rygg_horisontalt_drag,En-arms roing m/hantel,0,0,0,,,0,Tonnasje,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,Tonnasje,0,0,0,0,0,0,0,0
,,,,,,,,,,0,-,0,,,RPE,,,,,,,,,,RPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,-,0,,Utøverens kommentar:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hvordan var dagsformen?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hvor utmattende var økta?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hvor restituert føler du deg?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hvor mange timer sov du i natt?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hvor stresset føler du deg?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1RM,Øvelseskategori,Dag 3,Sett,Reps,RPE,,,%,Vekt,,,Kommentar,Knebøy m/stopp,Sett,1,2,3,4,5,6,7,8,Sittende lår curl,Sett,1,2,3,4,5,6,7,8,,,,Dag 3,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8,,Dag 3,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8
,0,Knebøy,Knebøy m/stopp,1,3,6,,,"82,00%",0,-,0,,E1RM,KG,,,,,,,,,E1RM,KG,,,,,,,,,,,,Øvelseskategori,Øvelse,Antall sett,Antall reps,Tonnasje,Tonnasje_Relativ,MI,E1RM_peak,E1RM,,,,,,,,,,Øvelseskategori,Øvelse,Antall sett,Antall reps,Tonnasje,Tonnasje_Relativ,MI,E1RM_peak,E1RM,,,,,,,,
,,Knebøy,,1,3,7,,,"85,00%",0,-,0,,,Reps,,,,,,,,,,Reps,,,,,,,,,,,,Knebøy,Knebøy m/stopp,0,0,0,,,0,Tonnasje,0,0,0,0,0,0,0,0,,Bakside_lår,Sittende lår curl,0,0,0,,,0,Tonnasje,0,0,0,0,0,0,0,0
,0,Knebøy,Knebøy m/stopp,1,3,8,,,"87,00%",0,-,0,,,RPE,,,,,,,,,,RPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Knebøy,,2,4,6,-,8,"81,00%",0,-,0,,Knebøy m/stopp,Sett,1,2,3,4,5,6,7,8,,Sett,1,2,3,4,5,6,7,8,,,,,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8,,,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8
,54,Benkpress,Skråbenk m/manualer,3,6,5,-,7,"79,00%",60,-,0,,E1RM,KG,,,,,,,,,E1RM,KG,,,,,,,,,,,,Øvelseskategori,Øvelse,Antall sett,Antall reps,Tonnasje,Tonnasje_Relativ,MI,E1RM_peak,E1RM,,,,,,,,,,Øvelseskategori,Øvelse,Antall sett,Antall reps,Tonnasje,Tonnasje_Relativ,MI,E1RM_peak,E1RM,,,,,,,,
,,Bryst,Flies m/kabel,2,12,7,-,9,"64,00%",0,-,0,,,RPE,,,,,,,,,,RPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Bryst,,,,,,,,0,-,0,,Skråbenk m/manualer,Sett,1,2,3,4,5,6,7,8,,Sett,1,2,3,4,5,6,7,8,,,,,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8,,,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8
,,Bakside_lår,Sittende lår curl,3,8,7,-,9,"72,00%",0,-,0,,E1RM,KG,,,,,,,,,E1RM,KG,,,,,,,,,,,,Øvelseskategori,Øvelse,Antall sett,Antall reps,Tonnasje,Tonnasje_Relativ,MI,E1RM_peak,E1RM,,,,,,,,,,Øvelseskategori,Øvelse,Antall sett,Antall reps,Tonnasje,Tonnasje_Relativ,MI,E1RM_peak,E1RM,,,,,,,,
,,Bakside_lår,,,,,,,,0,-,0,,,Reps,,,,,,,,,,Reps,,,,,,,,,,,,Benkpress,Skråbenk m/manualer,0,0,0,,,0,Tonnasje,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,Tonnasje,0,0,0,0,0,0,0,0
,,,,,,,,,,0,-,0,,,RPE,,,,,,,,,,RPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,-,0,,Flies m/kabel,Sett,1,2,3,4,5,6,7,8,,Sett,1,2,3,4,5,6,7,8,,,,,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8,,,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8
,,,,,,,,,,0,-,0,,E1RM,KG,,,,,,,,,E1RM,KG,,,,,,,,,,,,Øvelseskategori,Øvelse,Antall sett,Antall reps,Tonnasje,Tonnasje_Relativ,MI,E1RM_peak,E1RM,,,,,,,,,,Øvelseskategori,Øvelse,Antall sett,Antall reps,Tonnasje,Tonnasje_Relativ,MI,E1RM_peak,E1RM,,,,,,,,
,,,,,,,,,,0,-,0,,,Reps,,,,,,,,,,Reps,,,,,,,,,,,,Bryst,Flies m/kabel,0,0,0,,,0,Tonnasje,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,Tonnasje,0,0,0,0,0,0,0,0
,,,,,,,,,,0,-,0,,,RPE,,,,,,,,,,RPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,-,0,,Utøverens kommentar:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hvordan var dagsformen?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hvor utmattende var økta?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hvor restituert føler du deg?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hvor mange timer sov du i natt?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hvor stresset føler du deg?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1RM,Øvelseskategori,Dag 4,Sett,Reps,RPE,,,%,Vekt,,,Kommentar,,Sett,1,2,3,4,5,6,7,8,,Sett,1,2,3,4,5,6,7,8,,,,Dag 4,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8,,Dag 4,,,,,,,,Stats pr sett,Sett 1,Sett 2,Sett 3,Sett 4,Sett 5,Sett 6,Sett 7,Sett 8
